date,menu,category,orders,amount
2024-06-20,녹차라떼,라떼/기타,13,71500
2024-06-20,초코라떼,라떼/기타,13,71500
2024-06-20,에스프레소,커피,7,24500
2024-06-20,디카페인 아메리카노,커피,5,25000
2024-06-21,아메리카노,커피,55,247500
2024-06-21,카페라떼,라떼/기타,41,205000
2024-06-21,바닐라라떼,라떼/기타,24,132000
2024-06-21,콜드브루,커피,15,82500
2024-06-21,카푸치노,라떼/기타,11,55000
2024-06-21,녹차라떼,라떼/기타,11,60500
2024-06-21,초코라떼,라떼/기타,7,38500
2024-06-21,에스프레소,커피,5,17500
2024-06-21,디카페인 아메리카노,커피,5,25000
2024-06-22,아메리카노,커피,85,382500
2024-06-22,카페라떼,라떼/기타,41,205000
2024-06-22,바닐라라떼,라떼/기타,19,104500
2024-06-22,콜드브루,커피,35,192500
2024-06-22,카푸치노,라떼/기타,10,50000
2024-06-22,녹차라떼,라떼/기타,8,44000
2024-06-22,초코라떼,라떼/기타,10,55000
2024-06-22,에스프레소,커피,13,45500
2024-06-22,디카페인 아메리카노,커피,8,40000
2024-06-23,아메리카노,커피,47,211500
2024-06-23,카페라떼,라떼/기타,34,170000
2024-06-23,바닐라라떼,라떼/기타,14,77000
2024-06-23,콜드브루,커피,34,187000
2024-06-23,카푸치노,라떼/기타,8,40000
2024-06-23,녹차라떼,라떼/기타,12,66000
2024-06-23,초코라떼,라떼/기타,9,49500
2024-06-23,에스프레소,커피,4,14000
2024-06-23,디카페인 아메리카노,커피,5,25000
2024-06-24,아메리카노,커피,47,211500
2024-06-24,카페라떼,라떼/기타,27,135000
2024-06-24,바닐라라떼,라떼/기타,13,71500
2024-06-24,콜드브루,커피,24,132000
2024-06-24,카푸치노,라떼/기타,7,35000
2024-06-24,녹차라떼,라떼/기타,6,33000
2024-06-24,초코라떼,라떼/기타,6,33000
2024-06-24,에스프레소,커피,4,14000
2024-06-24,디카페인 아메리카노,커피,3,15000
2024-06-25,아메리카노,커피,45,202500
2024-06-25,카페라떼,라떼/기타,36,180000
2024-06-25,바닐라라떼,라떼/기타,18,99000
2024-06-25,콜드브루,커피,26,143000
2024-06-25,카푸치노,라떼/기타,5,25000
2024-06-25,녹차라떼,라떼/기타,11,60500
2024-06-25,초코라떼,라떼/기타,7,38500
2024-06-25,에스프레소,커피,8,28000
2024-06-25,디카페인 아메리카노,커피,5,25000
2024-06-26,아메리카노,커피,73,328500
2024-06-26,카페라떼,라떼/기타,23,115000
2024-06-26,바닐라라떼,라떼/기타,19,104500
2024-06-26,콜드브루,커피,14,77000
2024-06-26,카푸치노,라떼/기타,11,55000
2024-06-26,녹차라떼,라떼/기타,11,60500
2024-06-26,초코라떼,라떼/기타,7,38500
2024-06-26,에스프레소,커피,5,17500
2024-06-26,디카페인 아메리카노,커피,3,15000
2024-06-27,아메리카노,커피,66,297000
2024-06-27,카페라떼,라떼/기타,41,205000
2024-06-27,바닐라라떼,라떼/기타,16,88000
2024-06-27,콜드브루,커피,23,126500
2024-06-27,카푸치노,라떼/기타,7,35000
2024-06-27,녹차라떼,라떼/기타,12,66000
2024-06-27,초코라떼,라떼/기타,7,38500
2024-06-27,에스프레소,커피,8,28000
2024-06-27,디카페인 아메리카노,커피,4,20000
2024-06-28,아메리카노,커피,109,490500
2024-06-28,카페라떼,라떼/기타,37,185000
2024-06-28,바닐라라떼,라떼/기타,25,137500
2024-06-28,콜드브루,커피,54,297000
2024-06-28,카푸치노,라떼/기타,10,50000
2024-06-28,녹차라떼,라떼/기타,15,82500
2024-06-28,초코라떼,라떼/기타,9,49500
2024-06-28,에스프레소,커피,10,35000
2024-06-28,디카페인 아메리카노,커피,4,20000
2024-06-29,아메리카노,커피,76,342000
2024-06-29,카페라떼,라떼/기타,29,145000
2024-06-29,바닐라라떼,라떼/기타,26,143000
2024-06-29,콜드브루,커피,14,77000
2024-06-29,카푸치노,라떼/기타,14,70000
2024-06-29,녹차라떼,라떼/기타,10,55000
2024-06-29,초코라떼,라떼/기타,11,60500
2024-06-29,에스프레소,커피,8,28000
2024-06-29,디카페인 아메리카노,커피,5,25000
2024-06-30,아메리카노,커피,55,247500
2024-06-30,카페라떼,라떼/기타,37,185000
2024-06-30,바닐라라떼,라떼/기타,9,49500
2024-06-30,콜드브루,커피,27,148500
2024-06-30,카푸치노,라떼/기타,8,40000
2024-06-30,녹차라떼,라떼/기타,13,71500
2024-06-30,초코라떼,라떼/기타,8,44000
2024-06-30,에스프레소,커피,5,17500
2024-06-30,디카페인 아메리카노,커피,4,20000
2024-07-01,아메리카노,커피,43,193500
2024-07-01,카페라떼,라떼/기타,20,100000
2024-07-01,바닐라라떼,라떼/기타,10,55000
2024-07-01,콜드브루,커피,15,82500
2024-07-01,카푸치노,라떼/기타,5,25000
2024-07-01,녹차라떼,라떼/기타,8,44000
2024-07-01,초코라떼,라떼/기타,8,44000
2024-07-01,에스프레소,커피,4,14000
2024-07-01,디카페인 아메리카노,커피,4,20000
2024-07-02,아메리카노,커피,46,207000
2024-07-02,카페라떼,라떼/기타,31,155000
2024-07-02,바닐라라떼,라떼/기타,11,60500
2024-07-02,콜드브루,커피,15,82500
2024-07-02,카푸치노,라떼/기타,9,45000
2024-07-02,녹차라떼,라떼/기타,7,38500
2024-07-02,초코라떼,라떼/기타,6,33000
2024-07-02,에스프레소,커피,6,21000
2024-07-02,디카페인 아메리카노,커피,5,25000
2024-07-03,아메리카노,커피,50,225000
2024-07-03,카페라떼,라떼/기타,34,170000
2024-07-03,바닐라라떼,라떼/기타,18,99000
2024-07-03,콜드브루,커피,20,110000
2024-07-03,카푸치노,라떼/기타,12,60000
2024-07-03,녹차라떼,라떼/기타,9,49500
2024-07-03,초코라떼,라떼/기타,7,38500
2024-07-03,에스프레소,커피,5,17500
2024-07-03,디카페인 아메리카노,커피,4,20000
2024-07-04,아메리카노,커피,82,369000
2024-07-04,카페라떼,라떼/기타,17,85000
2024-07-04,바닐라라떼,라떼/기타,19,104500
2024-07-04,콜드브루,커피,13,71500
2024-07-04,카푸치노,라떼/기타,17,85000
2024-07-04,녹차라떼,라떼/기타,9,49500
2024-07-04,초코라떼,라떼/기타,9,49500
2024-07-04,에스프레소,커피,7,24500
2024-07-04,디카페인 아메리카노,커피,5,25000
2024-07-05,아메리카노,커피,55,247500
2024-07-05,카페라떼,라떼/기타,34,170000
2024-07-05,바닐라라떼,라떼/기타,24,132000
2024-07-05,콜드브루,커피,45,247500
2024-07-05,카푸치노,라떼/기타,11,55000
2024-07-05,녹차라떼,라떼/기타,14,77000
2024-07-05,초코라떼,라떼/기타,8,44000
2024-07-05,에스프레소,커피,9,31500
2024-07-05,디카페인 아메리카노,커피,4,20000
2024-07-06,아메리카노,커피,94,423000
2024-07-06,카페라떼,라떼/기타,48,240000
2024-07-06,바닐라라떼,라떼/기타,24,132000
2024-07-06,콜드브루,커피,40,220000
2024-07-06,카푸치노,라떼/기타,14,70000
2024-07-06,녹차라떼,라떼/기타,17,93500
2024-07-06,초코라떼,라떼/기타,14,77000
2024-07-06,에스프레소,커피,13,45500
2024-07-06,디카페인 아메리카노,커피,8,40000
2024-07-07,아메리카노,커피,73,328500
2024-07-07,카페라떼,라떼/기타,31,155000
2024-07-07,바닐라라떼,라떼/기타,28,154000
2024-07-07,콜드브루,커피,23,126500
2024-07-07,카푸치노,라떼/기타,18,90000
2024-07-07,녹차라떼,라떼/기타,15,82500
2024-07-07,초코라떼,라떼/기타,8,44000
2024-07-07,에스프레소,커피,4,14000
2024-07-07,디카페인 아메리카노,커피,6,30000
2024-07-08,아메리카노,커피,51,229500
2024-07-08,카페라떼,라떼/기타,33,165000
2024-07-08,바닐라라떼,라떼/기타,6,33000
2024-07-08,콜드브루,커피,12,66000
2024-07-08,카푸치노,라떼/기타,9,45000
2024-07-08,녹차라떼,라떼/기타,7,38500
2024-07-08,초코라떼,라떼/기타,8,44000
2024-07-08,에스프레소,커피,5,17500
2024-07-08,디카페인 아메리카노,커피,6,30000
2024-07-09,아메리카노,커피,67,301500
2024-07-09,카페라떼,라떼/기타,32,160000
2024-07-09,바닐라라떼,라떼/기타,21,115500
2024-07-09,콜드브루,커피,18,99000
2024-07-09,카푸치노,라떼/기타,12,60000
2024-07-09,녹차라떼,라떼/기타,10,55000
2024-07-09,초코라떼,라떼/기타,7,38500
2024-07-09,에스프레소,커피,7,24500
2024-07-09,디카페인 아메리카노,커피,3,15000
2024-07-10,아메리카노,커피,46,207000
2024-07-10,카페라떼,라떼/기타,21,105000
2024-07-10,바닐라라떼,라떼/기타,15,82500
2024-07-10,콜드브루,커피,16,88000
2024-07-10,카푸치노,라떼/기타,4,20000
2024-07-10,녹차라떼,라떼/기타,8,44000
2024-07-10,초코라떼,라떼/기타,6,33000
2024-07-10,에스프레소,커피,7,24500
2024-07-10,디카페인 아메리카노,커피,3,15000
2024-07-11,아메리카노,커피,48,216000
2024-07-11,카페라떼,라떼/기타,36,180000
2024-07-11,바닐라라떼,라떼/기타,18,99000
2024-07-11,콜드브루,커피,27,148500
2024-07-11,카푸치노,라떼/기타,8,40000
2024-07-11,녹차라떼,라떼/기타,10,55000
2024-07-11,초코라떼,라떼/기타,8,44000
2024-07-11,에스프레소,커피,6,21000
2024-07-11,디카페인 아메리카노,커피,6,30000
2024-07-12,아메리카노,커피,83,373500
2024-07-12,카페라떼,라떼/기타,58,290000
2024-07-12,바닐라라떼,라떼/기타,26,143000
2024-07-12,콜드브루,커피,23,126500
2024-07-12,카푸치노,라떼/기타,14,70000
2024-07-12,녹차라떼,라떼/기타,8,44000
2024-07-12,초코라떼,라떼/기타,9,49500
2024-07-12,에스프레소,커피,9,31500
2024-07-12,디카페인 아메리카노,커피,8,40000
2024-07-13,아메리카노,커피,45,202500
2024-07-13,카페라떼,라떼/기타,30,150000
2024-07-13,바닐라라떼,라떼/기타,20,110000
2024-07-13,콜드브루,커피,29,159500
2024-07-13,카푸치노,라떼/기타,11,55000
2024-07-13,녹차라떼,라떼/기타,12,66000
2024-07-13,초코라떼,라떼/기타,11,60500
2024-07-13,에스프레소,커피,9,31500
2024-07-13,디카페인 아메리카노,커피,5,25000
2024-07-14,아메리카노,커피,68,306000
2024-07-14,카페라떼,라떼/기타,45,225000
2024-07-14,바닐라라떼,라떼/기타,17,93500
2024-07-14,콜드브루,커피,23,126500
2024-07-14,카푸치노,라떼/기타,10,50000
2024-07-14,녹차라떼,라떼/기타,10,55000
2024-07-14,초코라떼,라떼/기타,7,38500
2024-07-14,에스프레소,커피,5,17500
2024-07-14,디카페인 아메리카노,커피,6,30000
2024-07-17,아메리카노,커피,70,315000
2024-07-17,카페라떼,라떼/기타,38,190000
2024-07-17,바닐라라떼,라떼/기타,20,110000
2024-07-17,콜드브루,커피,20,110000
2024-07-17,카푸치노,라떼/기타,10,50000
2024-07-17,녹차라떼,라떼/기타,13,71500
2024-07-17,초코라떼,라떼/기타,6,33000
2024-07-17,에스프레소,커피,7,24500
2024-07-17,디카페인 아메리카노,커피,5,25000
2024-07-18,아메리카노,커피,44,198000
2024-07-18,카페라떼,라떼/기타,30,150000
2024-07-18,바닐라라떼,라떼/기타,12,66000
2024-07-18,콜드브루,커피,30,165000
2024-07-18,카푸치노,라떼/기타,5,25000
2024-07-18,녹차라떼,라떼/기타,7,38500
2024-07-18,초코라떼,라떼/기타,8,44000
2024-07-18,에스프레소,커피,5,17500
2024-07-18,디카페인 아메리카노,커피,6,30000
2024-07-19,아메리카노,커피,43,193500
2024-07-19,카페라떼,라떼/기타,37,185000
2024-07-19,바닐라라떼,라떼/기타,23,126500
2024-07-19,콜드브루,커피,24,132000
2024-07-19,카푸치노,라떼/기타,13,65000
2024-07-19,녹차라떼,라떼/기타,14,77000
2024-07-19,초코라떼,라떼/기타,8,44000
2024-07-19,에스프레소,커피,6,21000
2024-07-19,디카페인 아메리카노,커피,7,35000
2024-07-20,아메리카노,커피,61,274500
2024-07-20,카페라떼,라떼/기타,54,270000
2024-07-20,바닐라라떼,라떼/기타,21,115500
2024-07-20,콜드브루,커피,48,264000
2024-07-20,카푸치노,라떼/기타,12,60000
2024-07-20,녹차라떼,라떼/기타,17,93500
2024-07-20,초코라떼,라떼/기타,9,49500
2024-07-20,에스프레소,커피,8,28000
2024-07-20,디카페인 아메리카노,커피,3,15000
2024-07-21,아메리카노,커피,65,292500
2024-07-21,카페라떼,라떼/기타,26,130000
2024-07-21,바닐라라떼,라떼/기타,21,115500
2024-07-21,콜드브루,커피,29,159500
2024-07-21,카푸치노,라떼/기타,6,30000
2024-07-21,녹차라떼,라떼/기타,11,60500
2024-07-21,초코라떼,라떼/기타,9,49500
2024-07-21,에스프레소,커피,4,14000
2024-07-21,디카페인 아메리카노,커피,4,20000
2024-07-22,아메리카노,커피,40,180000
2024-07-22,카페라떼,라떼/기타,31,155000
2024-07-22,바닐라라떼,라떼/기타,10,55000
2024-07-22,콜드브루,커피,15,82500
2024-07-22,카푸치노,라떼/기타,10,50000
2024-07-22,녹차라떼,라떼/기타,5,27500
2024-07-22,초코라떼,라떼/기타,7,38500
2024-07-22,에스프레소,커피,5,17500
2024-07-22,디카페인 아메리카노,커피,4,20000
2024-07-23,아메리카노,커피,38,171000
2024-07-23,카페라떼,라떼/기타,24,120000
2024-07-23,바닐라라떼,라떼/기타,16,88000
2024-07-23,콜드브루,커피,12,66000
2024-07-23,카푸치노,라떼/기타,9,45000
2024-07-23,녹차라떼,라떼/기타,8,44000
2024-07-23,초코라떼,라떼/기타,8,44000
2024-07-23,에스프레소,커피,4,14000
2024-07-23,디카페인 아메리카노,커피,2,10000
2024-07-24,아메리카노,커피,54,243000
2024-07-24,카페라떼,라떼/기타,26,130000
2024-07-24,바닐라라떼,라떼/기타,17,93500
2024-07-24,콜드브루,커피,32,176000
2024-07-24,카푸치노,라떼/기타,7,35000
2024-07-24,녹차라떼,라떼/기타,13,71500
2024-07-24,초코라떼,라떼/기타,6,33000
2024-07-24,에스프레소,커피,6,21000
2024-07-24,디카페인 아메리카노,커피,3,15000
2024-07-25,아메리카노,커피,54,243000
2024-07-25,카페라떼,라떼/기타,33,165000
2024-07-25,바닐라라떼,라떼/기타,26,143000
2024-07-25,콜드브루,커피,21,115500
2024-07-25,카푸치노,라떼/기타,7,35000
2024-07-25,녹차라떼,라떼/기타,10,55000
2024-07-25,초코라떼,라떼/기타,8,44000
2024-07-25,에스프레소,커피,7,24500
2024-07-25,디카페인 아메리카노,커피,5,25000
2024-07-26,아메리카노,커피,50,225000
2024-07-26,카페라떼,라떼/기타,50,250000
2024-07-26,바닐라라떼,라떼/기타,18,99000
2024-07-26,콜드브루,커피,49,269500
2024-07-26,카푸치노,라떼/기타,12,60000
2024-07-26,녹차라떼,라떼/기타,14,77000
2024-07-26,초코라떼,라떼/기타,12,66000
2024-07-26,에스프레소,커피,11,38500
2024-07-26,디카페인 아메리카노,커피,7,35000
2024-07-27,아메리카노,커피,104,468000
2024-07-27,카페라떼,라떼/기타,59,295000
2024-07-27,바닐라라떼,라떼/기타,20,110000
2024-07-27,콜드브루,커피,32,176000
2024-07-27,카푸치노,라떼/기타,15,75000
2024-07-27,녹차라떼,라떼/기타,17,93500
2024-07-27,초코라떼,라떼/기타,8,44000
2024-07-27,에스프레소,커피,9,31500
2024-07-27,디카페인 아메리카노,커피,7,35000
2024-07-28,아메리카노,커피,43,193500
2024-07-28,카페라떼,라떼/기타,25,125000
2024-07-28,바닐라라떼,라떼/기타,15,82500
2024-07-28,콜드브루,커피,27,148500
2024-07-28,카푸치노,라떼/기타,9,45000
2024-07-28,녹차라떼,라떼/기타,9,49500
2024-07-28,초코라떼,라떼/기타,5,27500
2024-07-28,에스프레소,커피,6,21000
2024-07-28,디카페인 아메리카노,커피,3,15000
2024-07-29,아메리카노,커피,63,283500
2024-07-29,카페라떼,라떼/기타,26,130000
2024-07-29,바닐라라떼,라떼/기타,14,77000
2024-07-29,콜드브루,커피,13,71500
2024-07-29,카푸치노,라떼/기타,13,65000
2024-07-29,녹차라떼,라떼/기타,8,44000
2024-07-29,초코라떼,라떼/기타,4,22000
2024-07-29,에스프레소,커피,4,14000
2024-07-29,디카페인 아메리카노,커피,3,15000
2024-07-30,아메리카노,커피,42,189000
2024-07-30,카페라떼,라떼/기타,26,130000
2024-07-30,바닐라라떼,라떼/기타,14,77000
2024-07-30,콜드브루,커피,26,143000
2024-07-30,카푸치노,라떼/기타,6,30000
2024-07-30,녹차라떼,라떼/기타,8,44000
2024-07-30,초코라떼,라떼/기타,8,44000
2024-07-30,에스프레소,커피,3,10500
2024-07-30,디카페인 아메리카노,커피,2,10000
2024-07-31,아메리카노,커피,62,279000
2024-07-31,카페라떼,라떼/기타,30,150000
2024-07-31,바닐라라떼,라떼/기타,14,77000
2024-07-31,콜드브루,커피,27,148500
2024-07-31,카푸치노,라떼/기타,10,50000
2024-07-31,녹차라떼,라떼/기타,10,55000
2024-07-31,초코라떼,라떼/기타,10,55000
2024-07-31,에스프레소,커피,5,17500
2024-07-31,디카페인 아메리카노,커피,5,25000
2024-08-01,아메리카노,커피,64,288000
2024-08-01,카페라떼,라떼/기타,31,155000
2024-08-01,바닐라라떼,라떼/기타,13,71500
2024-08-01,콜드브루,커피,32,176000
2024-08-01,카푸치노,라떼/기타,10,50000
2024-08-01,녹차라떼,라떼/기타,11,60500
2024-08-01,초코라떼,라떼/기타,10,55000
2024-08-01,에스프레소,커피,4,14000
2024-08-01,디카페인 아메리카노,커피,4,20000
2024-08-02,아메리카노,커피,71,319500
2024-08-02,카페라떼,라떼/기타,37,185000
